eid	pid	name	entity
2362	593544	php-mvc-framework-codeigniter-tutorial-for-beginners-project	593544
2363	788514	learn-to-use-json	788514
2364	745468	building-an-e-commerce-store-using-java-spring-framework	745468
2365	391546	learn-django-code-accept-payments-with-stripe	391546
2366	948440	psd-to-html5-beginner-to-advanced	948440
2367	1168478	aprenda-php-na-pratica	1168478
2368	1288238	git-and-github-beginners-crash-course-2017	1288238
2369	982860	django-angularjs	982860
2370	1214794	nodejs-rest-apis-development-using-loopback	1214794
2371	140238	web-development-tutorials	140238
2372	1109106	api-restful-con-laravel-php-homestead-passport	1109106
2373	986406	complete-typescript-2-course	986406
2374	989452	complete-jquery-and-jquery-ui-course-for-beginner	989452
2375	64605	1-hour-css	64605
2376	874166	angular-2-crash-course	874166
2377	1017116	html-online-course	1017116
2378	1169378	web-developer-build-fiverr-twitter-and-mvp-with-nodejs	1169378
2379	863812	spring-core-devops-on-aws	863812
2380	906700	sass-from-beginner-to-advanced	906700
2381	983534	try-angularjs	983534
2382	64422	1-hour-html	64422
2383	534376	web-development-foundations-base-for-your-coding-environment	534376
2384	1169848	create-a-calculator-web-app-with-javascript-html-css	1169848
2385	1198654	how-to-setup-a-web-server	1198654
2386	1242092	single-page-application-with-aspnet-jquery-hands-on	1242092
2387	303514	projects-in-css	303514
2388	134144	the-startups-guide-to-web-development-with-ruby-on-rails	134144
2389	678142	php-mysql-login-and-registration-system-with-email-confirm-activation	678142
2390	797038	complete-jquery-course	797038
2391	976598	how-to-create-a-fully-functional-web-contact-form	976598
2392	900434	vuejs-introduction-to-vuejs-javascript-framework	900434
2393	695656	javascriptcourse	695656
2394	696016	html-css-easy-steps-to-create-a-web-template-from-scratch	696016
2395	582392	javascript-basics-web-development-building-blocks	582392
2396	445534	maruti-angularjs	445534
2397	1052304	javascript-course-for-beginners	1052304
2398	859936	wordpress-academy-course	859936
2399	1314970	react-es6-api	1314970
2400	701636	web-scraping-nodejs	701636
2401	732556	php-complete-registration-and-login-with-email-verification	732556
2402	997916	amazon-alexa-development-from-beginner-to-intermediate	997916
2403	803378	javascript-in-action-learn-javascript-projects	803378
2404	789324	creating-5-web-development-projects-in-html5-and-css3	789324
2405	729552	javascript-for-beginners-course	729552
2406	556248	htmlwebsite	556248
2407	1093734	html5-and-css3-for-beginners-create-a-website-from-scratch	1093734
2408	1027812	build-a-weather-app-with-ajax-using-open-weather-map-api	1027812
2409	1049802	cours-javascript	1049802
2410	563248	javascript-fundamentals-bootcamp-learn-how-to-use-javascript	563248
2411	882488	wordpress-basic	882488
2412	876544	aspnet-web-api-2-hands-on	876544
2413	1064104	best-laravel	1064104
2414	992114	build-a-complete-crud-application-with-php-mysql-jquery	992114
2415	1217948	learn-how-to-become-a-front-end-web-developer-from-scratch	1217948
2416	771198	reactive-js-getting-ready-for-the-next-big-paradigm-shift	771198
2417	570416	introduction-to-json-javascript-object-notation-tutorial	570416
2418	915296	php-with-mysql-developer-course	915296
2419	682484	create-a-website-from-scratch-using-html-css-in-1-hour	682484
2420	945602	php-user-login-registration-system	945602
2421	699618	html-and-css-from-scratch	699618
2422	1181900	javascript-dom	1181900
2423	652438	codeignitercourse	652438
2424	723522	php-fundamentals	723522
2425	958750	web-design-creating-websites-from-scratch	958750
2426	309820	aspnet-mvc-quick-start	309820
2427	499632	thinking-mobile-websites-smart-design-tutorial	499632
2428	1174446	email-marketing-send-unlimited-emails-via-own-mail-server	1174446
2429	574876	get-started-creating-websites-everything-you-need-provided	574876
2430	963412	building-websites-learn-javascript-and-the-dom	963412
2431	846578	javascript-manipulation-of-the-dom-document-object-model	846578
2432	846210	learn-html5-in-2-hours	846210
2433	987064	learn-by-doing-vue-js-2-the-right-way	987064
2434	99986	introduction-to-web-development	99986
2435	629082	intro-to-html-beginners-guide-to-html-how-to-create-webpages	629082
2436	654680	learn-javascript-code-create-projects-from-scratch	654680
2437	566248	jquery-fundamentals-bootcamp-learn-how-to-use-jquery	566248
2438	1047968	vuejs-from-beginner-to-professional	1047968
2439	379722	learn-jquery-crash-course	379722
2440	1134330	master-regular-expressions-from-scratch	1134330
2441	970874	complete-ajax-using-bootstrap-php-from-basic-to-advanced	970874
2442	912946	professional-ruby-on-rails-coding-course	912946
2443	1126742	dominando-laravel-de-principiante-a-experto	1126742
2444	1303294	how-to-build-your-own-website	1303294
2445	978852	learn-the-basics-of-html-in-less-than-a-week	978852
2446	648118	javascript-projects-from-scratch-step-by-step-guide-to-learn	648118
2447	607048	essentials-of-javascript-practice-coding-exercises-tips	607048
2448	426196	javascript-from-beginner-to-expert-bring-life-to-your-site	426196
2449	657734	ajaxcourse	657734
2450	865272	ken-cens	865272
2451	942366	introductory-to-html-and-css	942366
2452	101864	javascript-tutorial	101864
2453	752432	how-to-create-a-website-wordpress-2016	752432
2454	1250426	iniciando-com-typescript	1250426
2455	674646	php-essential-how-to-create-build-amazing-websites-with-php	674646
2456	582636	bootstrap-3-responsive-design-tutorial-fundamentals	582636
2457	661802	javascript-design-patterns-20-patterns-for-expert-code	661802
2458	482834	html-complete-html-course-for-beginners	482834
2459	704732	learn-and-earn-with-html-css	704732
2460	1033686	wordpress-local-install-and-two-methods-to-migrate-online	1033686
2461	959586	javascript-from-beginner-to-advanced-level	959586
2462	701570	web-development-html5-css3	701570
2463	830834	quick-learning-jquery-web-development	830834
2464	560996	learn-to-create-html-css-web-templates-create-web-pages	560996
2465	1103448	learn-how-to-convert-psd-to-html-and-css-responsive	1103448
2466	944906	wordpress-plugins-and-widgets	944906
2467	911474	complete-wordpress-theme-development-course	911474
2468	1243474	ultimate-css-web-form-designing-from-beginner-to-expert	1243474
2469	922600	css-course	922600
2470	30243	html5-programming-tutorials	30243
2471	639848	php-graphic-techniques-captcha-watermark-crop-thumbnail	639848
2472	1199780	hosting-a-static-website-on-amazon-aws-s3-service	1199780
2473	951060	how-to-create-a-website-html-css-bootstrap	951060
2474	715516	modern-web-development-with-laravel	715516
2475	1252484	bootstrap-web	1252484
2476	778226	building-html5-canvas-projects-from-scratch	778226
2477	918870	html-css-learn-to-create-a-website-from-scratch	918870
2478	673420	html-css-javascript	673420
2479	1249968	jquery-basics-learn-jquery-from-scratch	1249968
2480	718426	create-a-dynamic-user-registration-form-from-scratch	718426
2481	587902	web-development-introduction-html-html5-course	587902
2482	783158	html-basics-course	783158
2483	875276	angularjs-et-nodejs-par-la-pratique	875276
2484	615106	ultimate-guide-to-social-media-web-development-integration	615106
2485	1254172	responsive-php-registration-form	1254172
2486	863954	angular-2-from-the-ground-up	863954
2487	975906	learn-sass	975906
2488	15285	html-workshop	15285
2489	460056	basic-programming-for-marketers	460056
2490	785728	psd-to-html5css3-build-a-youtube-homepage-from-scratch	785728
2491	856490	interaction-design-specialist-for-web-developers	856490
2492	368340	python-flask-course	368340
2493	462668	how-to-build-a-website-from-scratch-blogging-blueprint	462668
2494	945320	javascript-intermediate-mastering-functions	945320
2495	159760	create-custom-responsive-wordpress-website-client	159760
2496	446608	ajax-for-beginners-with-jquery-php-mysql-tutorial	446608
2497	16151	ajax-development	16151
2498	1077472	learn-bootstrap-html5-css3-javascript	1077472
2499	1030774	master-all-php-ideas-2017-to-build-any-project	1030774
2500	566910	how-to-launch-your-own-website-builder-service	566910
2501	559512	html5css3	559512
2502	561136	responsive-design-with-new-google-materialize	561136
2503	1017568	php-bootcamp	1017568
2504	158934	intro-to-html-and-css	158934
2505	26845	advanced-html5-for-web-developers	26845
2506	1147064	wordpress-for-beginners-no-coding-required	1147064
2507	554384	java-spring-mvc-framework-with-angularjs-by-google-and-html5	554384
2508	1073793	start-writing-javascript-today	1073793
2509	776236	foundation-javascript	776236
2510	713098	build-an-amazon-clone-nodejs-stripe-elasticsearch	713098
2511	607056	javascript-introduction-to-object-oriented-javascript	607056
2512	389240	make-a-website-without-code-wordpress-course	389240
2513	611308	complete-php-mysql-course-for-beginners-start-to-finish	611308
2514	552198	login-and-registration-system-in-php-and-mysql-step-by-step	552198
2515	1200618	angular-quick-start	1200618
2516	370752	wordpress-4-for-beginners	370752
2517	1079370	sublime-text-for-rapid-web-development	1079370
2518	690484	curso-de-symfony3-domina-el-framework-php-mas-completo	690484
2519	516062	javascript-intro-to-learning-javascript	516062
2520	304490	learnsqlwithsqlserver2014	304490
2521	575880	wordpresscourse	575880
2522	736940	css-website-development-crash-course	736940
2523	73080	step-by-step-html-and-css-for-absolute-beginners	73080
2524	577622	javascript-crash-course	577622
2525	176432	html5-essentials-for-beginners	176432
2526	651780	jquery-for-beginners-a-basic-introduction	651780
2527	669270	jquery-essentials-core-training-for-dynamic-interactive-web	669270
2528	1075808	json-crash-course-for-beginners-learn-json-in-one-hour	1075808
2529	1142202	learn-angular-4	1142202
2530	34882	creating-an-mp3-player-with-html5	34882
2531	477702	python-course	477702
2532	945336	javascript-intermediate-mastering-the-dom	945336
2533	283014	html5-certification	283014
2534	942960	desarrollar-una-red-social-con-php-symfony3-jquery-y-ajax	942960
2535	688092	jquery-create-modal-popup-windows-from-scratch-using-jquery	688092
2536	947498	html-css-how-to-create-a-website-from-scratch	947498
2537	543090	newbie-to-ruby	543090
2538	752658	basic-php	752658
2539	807874	real-world-real-time-modern-javascript	807874
2540	959604	angular-js-crash-course	959604
2541	326244	installing-wordpress-domain-registrars-and-web-hosting	326244
2542	881210	learn-complete-wordpress-for-building-a-professional-sites	881210
2543	1134456	create-a-simple-photo-gallery-with-dropzonejs-slick-and-php	1134456
2544	716310	e107-tutorial-for-beginner-build-bootstrap-website	716310
2545	978728	web-development-html5-css3-php-oop-and-mysql-database	978728
2546	560990	javascript-dom-dynamic-web-interactive-content-boot-camp	560990
2547	721192	the-ultimate-html-developer	721192
2548	584758	bootstrap-beginners-landing-page	584758
2549	53256	code-responsive-website-twitter-bootstrap	53256
2550	1016388	projects-in-reactjs-the-complete-react-learning-course	1016388
2551	760752	learn-javascript-for-beginners-introduction-to-coding-course	760752
2552	780056	how-to-create-a-website-with-html-and-css	780056
2553	584786	javascript-html-css-project-make-a-quiz-tutorial	584786
2554	608522	javascriptjs	608522
2555	958132	learn-by-example-jquery	958132
2556	269638	codeigniter	269638
2557	1006894	reactjs-building-production-ready-apps-start-to-finish	1006894
2558	425910	how-to-make-your-wordpress-site-blazing-fast	425910
2559	861528	php-security	861528
2560	738746	object-javascript	738746
2561	1082928	rubyonrails-api	1082928
2562	269006	learn-html5-css3-from-scratch	269006
2563	537008	be-a-bootstrap-developer-from-scratch	537008
2564	903526	html-tutorials	903526
2565	77642	learn-html-5-in-1-hour	77642
2566	1023196	learn-laravel-from-beginner-to-expert	1023196
2567	92760	beginner-crash-course-fundamentals-of-html-css-in-60-mins	92760
2568	806020	how-to-install-wordpress-	806020
2569	1209326	curso-completo-de-desarrollo-asp-net-mvc-5	1209326
2570	976284	mastering-devops	976284
2571	1103954	nodejs-up-and-running	1103954
2572	531360	rubyonrails-bdd-rspec-capybara	531360
2573	565000	learn-meteorjs-by-building-10-real-world-projects	565000
2574	844458	how-to-build-chats-bots-from-beginner-to-expert	844458
2575	76052	try-django	76052
2576	905664	criando-temas-customizados-com-wordpress	905664
2577	916902	e-commerce-web-developer-course	916902
2578	1184016	desarrollo-frontend-con-angular-y-backend-con-symfony	1184016
2579	672274	javascript-verstehe-die-seltsamen-teile	672274
2580	796010	develop-your-first-app-in-an-hour	796010
2581	842058	build-a-web-app-with-spring-boot-and-angular-2	842058
2582	897146	become-a-full-stack-developer-with-spring-aws-and-stripe	897146
2583	151956	responsive-web-design-made-easy	151956
2584	149042	javascript-for-absolute-beginners	149042
2585	336784	aprende-efectos-css3	336784
2586	452684	jquery-for-beginners-fundamentals-training-tutorial-course	452684
2587	260756	the-essential-web-developer-course	260756
2588	581256	create-your-first-django-website-fast-free	581256
2589	446710	learn-html-basics	446710
2590	802268	intro-to-git	802268
2591	761768	create-sign-up-system-using-jquery-ajax-and-php	761768
2592	1027276	earn-big-profits-by-building-simple-and-easy-websites	1027276
2593	284076	learn-gulp	284076
2594	1254192	componentes-angular-pro	1254192
2595	99826	the-ultimate-building-and-selling-websites-course	99826
2596	513958	javascript-for-dummies-and-newbies	513958
2597	573716	learn-php-programming-for-absolute-beginners	573716
2598	1139400	fix-googles-new-not-secure-warning-with-lets-encrypt	1139400
2599	297044	learn-wcf-and-web-apis-from-scratch	297044
2600	791030	power-up-html5-with-javascript	791030
2601	681514	complete-object-oriented-programming-in-php-start-to-finish	681514
2602	467470	angularjs-en-espanol	467470
2603	937134	javascript-intermediate-json-course	937134
2604	564366	ajax-in-javascript-and-jquery-with-php	564366
2605	823996	fullstack-javascript	823996
2606	1031626	bootstrap-4-responsive-web-design-and-development	1031626
2607	565282	websitelayouts	565282
2608	642696	30-minute-website	642696
2609	200742	create-single-page-website-using-twitter-bootstrap	200742
2610	1210652	html-css-bootstrap-build-your-first-website-today	1210652
2611	1030440	projects-with-json-and-apis	1030440
2612	113518	css-and-css3-for-absolute-beginners	113518
2613	908996	parse-server	908996
2614	803074	introduction-to-html-course	803074
2615	864482	coding-made-easy-html-css-for-beginners	864482
2616	424864	php-mvc-from-scratch	424864
2617	309370	bootstrap-wordpress	309370
2618	515188	html-learning-the-basics-intro-to-html-website-coding	515188
2619	50522	become-exceptional-in-html-html5	50522
2620	1140232	master-google-chrome-developer-tools	1140232
2621	169144	manage-wordpress-website	169144
2622	861122	bootstrap-40exploring-new-features	861122
2623	769390	angular-2-master-class-with-alejandro-rangel	769390
2624	688196	derkomplettenodejskurs	688196
2625	1175864	curso-de-vuejs-2-en-espanol	1175864
2626	1111844	jquery-ajax	1111844
2627	409618	realtime-meanstack	409618
2628	653754	learn-how-css-positioning-works-a	653754
2629	1122358	javaserver-pages-gratis-jsp	1122358
2630	711592	using-modern-javascript	711592
2631	661774	json-in-action	661774
2632	882128	the-complete-javascript-bootcamp	882128
2633	507992	learn-how-to-create-a-website-with-wordpress	507992
2634	316704	introductory-javascript-made-easy-training-tutorial	316704
2635	1033544	typescript-guia-completa	1033544
2636	1021834	learn-javascript-in-1-hour-and-create-a-game-in-javascript	1021834
2637	1035923	aspnet-mvc-5-project-cms-and-shopping-cart-with-paypal	1035923
2638	834924	how-to-create-html-forms	834924
2639	595728	complete-html5-and-css3-course-1-start-to-finish-project	595728
2640	978850	learn-by-example-reactjs	978850
2641	106178	become-a-heroku-rails-ninja	106178
2642	380582	learn-oauth-2	380582
2643	554570	build-a-portfolio-website-in-90-minutes-html-css-js	554570
2644	11153	jquery	11153
2645	1055322	learn-laravel-php-framework-building-multi-user-seo-blog-app	1055322
2646	859422	bootstrap4-new-features	859422
2647	1123332	javascript-learning	1123332
2648	901906	jquery-completo	901906
2649	476408	learn-html-a-practical-guide-from-scratch-to-html-5	476408
2650	764042	reactjs-and-flux-learn-by-building-10-projects	764042
2651	530092	mastering-css	530092
2652	370686	como-robar-fans-a-tu-competencia	370686
2653	924704	ultimate-web-developer-course-build-10-websites-from-scratch	924704
2654	921474	the-complete-devops-engineer-course-20-java-kubernetes	921474
2655	1291402	google-sheets	1291402
2656	1304160	try-django-v1-11-python-web-development	1304160
2657	1033944	aws-step-functions	1033944
2658	63612	1-hour-javascript	63612
2659	1319412	getbootstrap-4	1319412
2660	1249876	git-beginner-in-vs-code	1249876
2661	937586	ruby-rails-5-bdd-rspec-capybara	937586
2662	984372	angular-2-entwickle-webseiten-und-apps	984372
2663	629142	learn-web-development-complete-step-by-step-guide-to-success	629142
2664	1332144	the-complete-javascript-es6-course	1332144
2665	917724	javascript-learn-javascript-essentials-and-build-project	917724
2666	159070	webdevelopment101_html	159070
2667	1020866	crear-una-aplicacion-web-de-chat-con-nodejs-y-socketio	1020866
2668	1041352	andreagassi	1041352
2669	255024	table-tennis-for-beginners	255024
2670	703140	youtube-masterclass	703140
2671	777754	the-climb	777754
2672	1215466	youtube-guide-how-to-find-topics-for-youtube-videos	1215466
2673	982152	youtubesuccess	982152
2674	333886	branding	333886
2675	91604	how-to-create-your-own-video-intro	91604
2676	1055456	fundamental-of-branding-for-small-business	1055456
2677	751710	branding-course-online-how-to-build-outstanding-brand	751710
2678	1078488	19-free-tools-to-create-visuals-for-web-and-social-networks	1078488
2679	446162	branding-in-60-minutes	446162
2680	636544	branding-your-business	636544
2681	778708	powerful-branding-strategies	778708
2682	349798	create-a-logo-and-images-that-support-your-brand	349798
2683	652628	create-a-logo-for-your-startup-or-blog	652628
2684	1271134	how-to-start-a-blog-challenge	1271134
2685	466978	how-to-get-great-domains-start-a-business-selling-domains	466978
2686	964380	6-years-of-internet-marketing-success-failure	964380
2687	621822	easy-3d-books-and-product-mock-ups-using-boxshot-4	621822
2688	731320	video-social-media	731320
2689	420052	promo-videos-how-to-do-powtoon-animation-with-anneke	420052
2690	583708	animationchallenge	583708
2691	1101380	seth-godin-on-powerful-presentations	1101380
2692	884690	become-a-marketer-learn-growth-marketing-get-a-job	884690
2693	46538	how-to-market-yourself-as-a-coach-or-consultant	46538
2694	299144	how-baseball-works	299144
2695	1130902	niche-marketing-a-z	1130902
2696	378936	marketing-fundamentals	378936
2697	332662	marketing-fundamentals-become-a-marketer-from-scratch	332662
2698	1144794	cpa-marketing-a-z	1144794
2699	1146120	reputation-marketing-a-z	1146120
2700	581436	how-to-write-a-marketing-plan	581436
2701	880800	making-marketing-easy-nlp	880800
2702	861418	learn-to-make-sales-videos-on-a-shoestring-in-under-1-hour	861418
2703	874762	meal-planning-mastery	874762
2704	529842	how-to-design-a-signature-coaching-or-consulting-program	529842
2705	1151316	awesome-intermittent-fasting	1151316
2706	1045390	how-to-make-family-friendly-raw-cookies	1045390
2707	801980	superfoods	801980
2708	209292	landing-page-and-conversion-optimization	209292
2709	380804	introduction-to-marketing-101-basics-and-fundamentals	380804
2710	386066	pain-relief	386066
2711	564406	how-to-become-a-copywriter	564406
2712	166070	the-ultimate-guide-to-funnel-optimization	166070
2713	579390	the-most-effective-way-to-sell-coaching-or-consulting-services	579390
2714	559808	21-again-21-natural-ways-to-look-and-feel-21-again	559808
2715	170852	how-to-get-10-new-customers-in-the-next-30-days	170852
2716	756494	whole-food-plant-based-diet	756494
2717	604696	landing-page-design-and-principles	604696
2718	983524	change-your-food-change-your-sex	983524
2719	170854	how-to-write-the-ultimate-1-page-marketing-plan	170854
2720	407222	super-foods-start-drinking-wheatgrass-today	407222
2721	500690	sales-and-marketing-for-online-businesses	500690
2722	1062874	sports-nutrition-crash-course-get-started-with-basics	1062874
2723	223886	smoothies	223886
2724	1017180	wheatgrass-how-to-grow-and-juice-a-superfood-in-7-days	1017180
2725	1078362	email-marketing-for-bloggers-using-convertkit	1078362
2726	708254	smstudy-marketing-strategy-basics	708254
2727	859614	convertkit-landing-page-tutorial	859614
2728	269626	nutricion-inteligente-fundamentos	269626
2729	974018	paleo-for-the-holidays-entertain-with-healthy-paleo-recipes	974018
2730	504530	eating-for-energy	504530
2731	248032	how-successful-small-business-marketing-really-works	248032
2732	629672	green-smoothies	629672
2733	709514	smstudy-analyze-market-opportunity	709514
2734	444734	the-essential-step-by-step-guide-to-online-marketing	444734
2735	134034	getting-started-with-the-paleo-diet	134034
2736	886156	smstudy-marketing-research-associate-certification-course	886156
2737	887060	smstudy-corporate-sales-basics	887060
2738	303934	music-marketing-101	303934
2739	434934	cancer-nutrition	434934
2740	328386	google-analytics-certification	328386
2741	203440	google-analytics-for-beginners	203440
2742	807962	google-analytics-training-online	807962
2743	198568	sql-for-marketers	198568
2744	1307572	career-in-digital-web-analytics	1307572
2745	523082	google-tag-manager-for-beginners	523082
2746	597768	googleanalytics	597768
2747	787672	seane-corn	787672
2748	420866	the-complete-google-analytics-course-for-beginners	420866
2749	759686	basic-yoga-meditation	759686
2750	858848	data-driven-marketing-a-ztm-beginners-guide-to-analytics	858848
2751	627504	amazon-keyword-analysis-with-kindle-spy	627504
2752	444228	google-analytics-certification-coursenvy	444228
2753	852002	laughter-facilitator-certification	852002
2754	585232	online-yoga-course	585232
2755	610076	heatmaps	610076
2756	413650	google-analytics-setup-for-agencies-and-web-designers	413650
2757	27033	40-hour-transformational-yoga-teacher-training-video-course	27033
2758	1188334	embrace-joy-with-yoga	1188334
2759	863976	php-send-and-receive-mobile-text-messages-sms	863976
2760	399640	intro-to-html-and-css-basics	399640
2761	208456	how-to-get-publicity-and-press-coverage-for-your-business	208456
2762	927544	how-to-write-a-feature-article-story	927544
2763	147908	learn-javascript-programming	147908
2764	529028	advanced-wordpress-development-take-control-of-the-back-end	529028
2765	629044	inspirational-web-development-level-0	629044
2766	644636	laughter-yoga-for-beginners	644636
2767	1035940	restful-api-flask-course	1035940
2768	1205894	full-stack-course-mean-app	1205894
2769	1049922	curso-refinado-de-angular	1049922
2770	585496	ultimate-angularjs-course	585496
2771	1011550	build-sign-up-and-login-forms-with-bootstrap-modal	1011550
2772	481696	code-grow-rich-earn-more-as-an-entrepreneur-or-developer	481696
2773	32649	learning-php-and-mysql-development-the-easy-way	32649
2774	617158	unit-testing-angularjs	617158
2775	125806	comprehensive-javascript-programming	125806
2776	372518	ruby-on-rails-for-web-development	372518
2777	997750	build-a-full-e-commerce-app-in-aspnet-core-mvc-6	997750
2778	606756	projects-in-expressjs-learn-expressjs-building-10-projects	606756
2779	65492	kids-coding-beginner-html	65492
2780	846832	so-you-think-you-know-javascript-1	846832
2781	905850	complete-front-end-web-developer-bootcamp	905850
2782	604044	wordpress_for_beginners	604044
2783	436210	pro-rubyonrails-starter	436210
2784	943306	use-javascript-to-build-udemy-stripe-mailchimp-wistia	943306
2785	907386	how-to-create-a-wordpress-website-2016-new-divi-theme-30	907386
2786	1121696	google-blogger-how-to-create-a-blog	1121696
2787	936182	learn-by-example-angular-js	936182
2788	398456	bootstrap-3-introduction-make-responsive-websites-fast	398456
2789	1111290	curso-de-vuejs-2-en-espanol-crea-webapps-modernas	1111290
2790	531290	essential-javascript-jquery-angularjs-training	531290
2791	1147478	docker-china	1147478
2792	1086834	how-to-make-a-wordpress-website-2017-divi-theme-tutorial	1086834
2793	911712	wordpress-site-migration-tutorial	911712
2794	128946	learn-responsive-web-development-from-scratch	128946
2795	1093608	comprehensive-web-developer-course	1093608
2796	552258	photoshop-psd-to-wordpress-theme-development-from-scratch	552258
2797	492818	advanced-wordpress-theme-development-next-level-of-theming	492818
2798	791414	learn-javascript-online	791414
2799	443746	make-your-wordpress-sites-fastest-in-world	443746
2800	495484	javascript-from-basic-fundamentals-to-advanced	495484
2801	688968	php-with-pdo-ultimate-crash-course	688968
2802	773824	learn-by-example-html-css-javascript	773824
2803	537282	django-tutorial-amazon-web-services	537282
2804	572268	angularjs-for-dotnet-developers-from-scratch	572268
2805	828042	learn-sapui5	828042
2806	72262	1-hour-jquery	72262
2807	1064842	desarrollo-de-sistema-empresarial-con-php-y-material-design	1064842
2808	745120	csscasts-css-libraries-plugins-tips-tricks-for-developers	745120
2809	342084	forum-web-development	342084
2810	667992	learn-symfony-3-framework-by-practical-examples	667992
2811	704582	static-website-generator-fast-secure-sites-blogs-with-jekyll	704582
2812	926206	landing-pages-for-entrepreneurs	926206
2813	862478	buildastartup	862478
2814	511378	css-transition-and-animation	511378
2815	977474	ultimate-css3-course	977474
2816	977470	complete-hmtl5-course	977470
2817	867948	aprende-a-programar-con-javascript-desde-cero	867948
2818	822670	javascript-tricks-and-workarounds	822670
2819	486354	learn-how-to-design-and-code-responsive-website-from-scratch	486354
2820	904818	web-security-common-vulnerabilities-and-their-mitigation	904818
2821	903140	hapijs-course	903140
2822	1036028	build-blog-cms-with-laravel-5	1036028
2823	406820	laravel-5-php-framework-agile-and-practical-php-restful-api	406820
2824	669536	hit-the-ground-running-with-angularjs-with-dion-yang	669536
2825	553582	learn-javascript-from-scratch	553582
2826	645714	build-apps-with-reactjs-the-complete-course	645714
2827	994740	create-an-ecommerce-wordpress-website-2016-new-divi-theme	994740
2828	723878	bootstrap-4-beginners-code-a-responsive-landing-page	723878
2829	937206	learn-php-codeigniter-framework-with-ajax-and-bootstrap	937206
2830	21386	psd-html5-css3	21386
2831	472526	learn-php-via-examples-and-mini-tasks	472526
2832	1193538	html5-and-css3-build-modern-responsive-websites	1193538
2833	915556	aprende-jquery-desde-cero	915556
2834	311916	create-a-responsive-website-with-bootstrap-3	311916
2835	634754	html-made-simple-create-your-own-webpage-step-by-step	634754
2836	358508	create-free-jekyll-blog-on-github-pages-like-a-ninja	358508
2837	473160	web-design-secrets	473160
2838	838418	crash-course-learn-to-create-date-and-time-in-php-easily	838418
2839	405840	regular-expressions-for-beginners-universal	405840
2840	899534	learn-redis-from-scratch	899534
2841	835712	crash-course-learn-to-create-a-php-mvc-framework	835712
2842	378726	experto-de-photoshop-a-wordpress-creando-2-themes-plantillas	378726
2843	654422	bootstrap-php-contact-form	654422
2844	736250	mastering-thymeleaf-with-spring	736250
2845	996320	shopping-cart	996320
2846	1291274	curso-de-sass-para-principiantes-paso-a-paso-y-desde-cero	1291274
2847	314462	quickstart-angularjs	314462
2848	751100	scrape-websites-phantomjs-casperjs	751100
2849	537894	asp-net-mvc-c-creando-un-portafolio-profesional	537894
2850	794624	html-css-learning	794624
2851	683606	the-ultimate-wordpress-boot-camp-build-multiple-websites	683606
2852	884946	code-a-coming-soon-landing-page-in-bootstrap-4	884946
2853	799230	curso-html-basico	799230
2854	1155828	sass-curso-completo	1155828
2855	686764	learn-plugin-development-in-wordpress-by-building-projects	686764
2856	599504	advanced-python-flask	599504
2857	470288	emmet-start-coding-html-and-css-fast-and-easy	470288
2858	654832	html-forms-for-beginners-a-basic-introduction	654832
2859	459922	the-complete-web-developer-course-build-20-websites	459922
2860	895096	js-objects	895096
2861	446736	amazon-s3-mastery	446736
2862	70640	coding-for-entrepreneurs-marketplace-daily-deals	70640
2863	841242	crea-paginas-web-responsive-con-bootstrap	841242
2864	219838	learn-xml-crash-course	219838
2865	955194	coding-made-easy-a-beginners-guide-to-javascript	955194
2866	482404	css-learn-css-from-scratch	482404
2867	747650	learn-html-css-and-ruby-on-rails-build-your-first-blog	747650
2868	763774	javascript-game-development-create-your-own-breakout-game	763774
2869	690788	learn-php-programming-for-absolute-beginners-lite	690788
2870	98140	introduction-to-bootstrap-3	98140
2871	418386	make-a-social-media-website	418386
2872	380092	learn-html-css-by-building-3-real-projects	380092
2873	65330	web-development-learn-by-doing-html5-css3-from-scratch-introductory	65330
2874	1031780	ready-for-production-with-spring-boot-actuator	1031780
2875	1320446	npm-mastering-the-basics	1320446
2876	69414	creating-responsive-html-email	69414
2877	173548	build-your-first-website-in-1-week	173548
2878	964732	modern-web-development-with-sass-gulp-npm-web-workflows	964732
2879	519952	user-authentication-code-a-simple-login-system-with-php	519952
2880	833182	jquery-dom-and-ajax-concept-explained-for-beginners	833182
2881	624578	java-script-quick-beginner-introduction	624578
2882	412952	angularjs-for-aspnet-mvc-developers	412952
2883	267560	ecommerce-website-in-php-mysqli	267560
2884	1334796	learn-webpack-2-from-scratch	1334796
2885	1090870	complete-woocommerce-plugin-tutorial-for-wordpress-2017	1090870
2886	832478	learn-json-with-java-apis-jquery-and-rest	832478
2887	756914	mongoosejs-essentials	756914
2888	947116	learn-php-object-oriented-features-with-simple-examples	947116
2889	1158572	learn-angular-from-scratch	1158572
2890	1248974	learn-bootstrap-4-by-example	1248974
2891	753940	become-a-bootstrap-expert-build-20-layouts	753940
2892	576054	wordpress-development-create-wordpress-themes-and-plugins	576054
2893	767656	ultimate-bootstrap-basics-course-with-2-projects	767656
2894	994634	masteringaspnetmvc5	994634
2895	1311964	html-hacia-angular	1311964
2896	1243098	criando-sites-estaticos-com-jekyll	1243098
2897	1089744	how-to-make-a-wordpress-website-2017-divi-theme-tutorial-for-beginners	1089744
2898	712960	angular-2-concepts-code-and-collective-wisdom	712960
2899	808622	angularjs-authentication-with-auth0	808622
