eid	name	entity
3209	811452	811452
3210	50528	50528
3211	656522	656522
3212	732464	732464
3213	766348	766348
3214	642940	642940
3215	1105306	1105306
3216	676554	676554
3217	171932	171932
3218	425084	425084
3219	602218	602218
3220	845794	845794
3221	374590	374590
3222	640274	640274
3223	641236	641236
3224	755932	755932
3225	851560	851560
3226	940138	940138
3227	19422	19422
3228	421018	421018
3229	329654	329654
3230	575644	575644
3231	576722	576722
3232	130838	130838
3233	966794	966794
3234	975916	975916
3235	396738	396738
3236	572270	572270
3237	906276	906276
3238	764076	764076
3239	402508	402508
3240	212394	212394
3241	25615	25615
3242	1010586	1010586
3243	12975	12975
3244	592352	592352
3245	261898	261898
3246	939536	939536
3247	201562	201562
3248	563880	563880
3249	873844	873844
3250	791802	791802
3251	993248	993248
3252	961996	961996
3253	741150	741150
3254	693726	693726
3255	525818	525818
3256	856968	856968
3257	870092	870092
3258	826568	826568
3259	644570	644570
3260	639082	639082
3261	184026	184026
3262	672090	672090
3263	435686	435686
3264	184010	184010
3265	591116	591116
3266	336104	336104
3267	829702	829702
3268	961508	961508
3269	107650	107650
3270	692980	692980
3271	610380	610380
3272	139712	139712
3273	70562	70562
3274	574350	574350
3275	881436	881436
3276	465818	465818
3277	680402	680402
3278	297366	297366
3279	660910	660910
3280	15943	15943
3281	554474	554474
3282	541948	541948
3283	198272	198272
3284	636442	636442
3285	342056	342056
3286	277140	277140
3287	356578	356578
3288	532412	532412
3289	358480	358480
3290	824470	824470
3291	506966	506966
3292	298880	298880
3293	936700	936700
3294	118550	118550
3295	755844	755844
3296	480548	480548
3297	212382	212382
3298	812402	812402
3299	115778	115778
3300	533682	533682
3301	23477	23477
3302	212388	212388
3303	643800	643800
3304	339266	339266
3305	588282	588282
3306	809828	809828
3307	830554	830554
3308	196100	196100
3309	165556	165556
3310	959700	959700
3311	951684	951684
3312	1172996	1172996
3313	1070124	1070124
3314	1208618	1208618
3315	555100	555100
3316	1338454	1338454
3317	895786	895786
3318	620660	620660
3319	1289478	1289478
3320	951618	951618
3321	1168848	1168848
3322	892102	892102
3323	1212244	1212244
3324	1261830	1261830
3325	971496	971496
3326	1253188	1253188
3327	1145678	1145678
3328	957106	957106
3329	705934	705934
3330	1280456	1280456
3331	1207960	1207960
3332	370636	370636
3333	1259094	1259094
3334	360920	360920
3335	900464	900464
3336	997636	997636
3337	865646	865646
3338	883176	883176
3339	1400924	1400924
3340	916642	916642
3341	1323462	1323462
3342	1264880	1264880
3343	1273474	1273474
3344	1317952	1317952
3345	293534	293534
3346	1242880	1242880
3347	1246246	1246246
3348	529438	529438
3349	1242552	1242552
3350	480494	480494
3351	953976	953976
3352	1105026	1105026
3353	611936	611936
3354	235886	235886
3355	1207948	1207948
3356	1296184	1296184
3357	874474	874474
3358	1315552	1315552
3359	709660	709660
3360	560928	560928
3361	831860	831860
3362	1242504	1242504
3363	1245968	1245968
3364	572462	572462
3365	486884	486884
3366	1223380	1223380
3367	878484	878484
3368	1211226	1211226
3369	1194928	1194928
3370	706020	706020
3371	1279322	1279322
3372	877482	877482
3373	1312930	1312930
3374	1062284	1062284
3375	1087426	1087426
3376	934764	934764
3377	936854	936854
3378	846884	846884
3379	1318256	1318256
3380	1004878	1004878
3381	907770	907770
3382	537812	537812
3383	706004	706004
3384	336050	336050
3385	796014	796014
3386	1017096	1017096
3387	1189688	1189688
3388	1282932	1282932
3389	1242412	1242412
3390	1279168	1279168
3391	882050	882050
3392	1010630	1010630
3393	745420	745420
3394	1063498	1063498
3395	1301520	1301520
3396	259050	259050
3397	921268	921268
3398	942454	942454
3399	53767	53767
3400	19788	19788
3401	387310	387310
3402	1184036	1184036
3403	1146064	1146064
3404	1300884	1300884
3405	54257	54257
3406	47806	47806
3407	1187514	1187514
3408	1056314	1056314
3409	1229482	1229482
3410	988398	988398
3411	1206948	1206948
3412	1227762	1227762
3413	939814	939814
3414	883130	883130
3415	937208	937208
3416	375614	375614
3417	572338	572338
3418	925266	925266
3419	450718	450718
3420	702440	702440
3421	48023	48023
3422	863844	863844
3423	950758	950758
3424	1305806	1305806
3425	706508	706508
3426	936676	936676
3427	975020	975020
3428	241844	241844
3429	590992	590992
3430	146156	146156
3431	962856	962856
3432	789692	789692
3433	1189692	1189692
3434	1137808	1137808
3435	711086	711086
3436	499888	499888
3437	358090	358090
3438	629676	629676
3439	655572	655572
3440	648456	648456
3441	523870	523870
3442	495742	495742
3443	680482	680482
3444	783754	783754
3445	261614	261614
3446	717884	717884
3447	826598	826598
3448	1015970	1015970
3449	695836	695836
3450	1267142	1267142
3451	616400	616400
3452	302798	302798
3453	78938	78938
3454	970894	970894
3455	791174	791174
3456	879448	879448
3457	876738	876738
3458	519400	519400
3459	815816	815816
3460	362520	362520
3461	25584	25584
3462	438570	438570
3463	973062	973062
3464	1098102	1098102
3465	392396	392396
3466	317386	317386
3467	947366	947366
3468	12865	12865
3469	769714	769714
3470	1041378	1041378
3471	706756	706756
3472	915266	915266
3473	486808	486808
3474	867764	867764
3475	840084	840084
3476	195542	195542
3477	974866	974866
3478	287970	287970
3479	542044	542044
3480	1078440	1078440
3481	864792	864792
3482	535034	535034
3483	623618	623618
3484	1157248	1157248
3485	943822	943822
3486	403186	403186
3487	315200	315200
3488	879122	879122
3489	828226	828226
3490	958994	958994
3491	986894	986894
3492	560436	560436
3493	767624	767624
3494	917538	917538
3495	838516	838516
3496	640284	640284
3497	534066	534066
3498	1309954	1309954
3499	701030	701030
3500	945202	945202
3501	787226	787226
3502	717122	717122
3503	747174	747174
3504	912670	912670
3505	557414	557414
3506	1069214	1069214
3507	310138	310138
3508	619276	619276
3509	1122044	1122044
3510	22878	22878
3511	1244898	1244898
3512	502900	502900
3513	1148484	1148484
3514	326514	326514
3515	971990	971990
3516	897550	897550
3517	41269	41269
3518	1071470	1071470
3519	20366	20366
3520	829122	829122
3521	389312	389312
3522	1162258	1162258
3523	952410	952410
3524	648056	648056
3525	495818	495818
3526	1239544	1239544
3527	1271992	1271992
3528	766280	766280
3529	676748	676748
3530	1038856	1038856
3531	1106662	1106662
3532	985256	985256
3533	1000888	1000888
3534	382968	382968
3535	791524	791524
3536	649222	649222
3537	49361	49361
3538	373708	373708
3539	1296510	1296510
3540	460570	460570
3541	113080	113080
3542	896766	896766
3543	1294240	1294240
3544	742570	742570
3545	1320942	1320942
3546	329650	329650
3547	857232	857232
3548	334488	334488
3549	917936	917936
3550	815344	815344
3551	387206	387206
3552	392032	392032
3553	815642	815642
3554	921168	921168
3555	742012	742012
3556	813742	813742
3557	440950	440950
3558	48456	48456
3559	629218	629218
3560	945214	945214
3561	496586	496586
3562	866156	866156
3563	296464	296464
3564	621280	621280
3565	878422	878422
3566	511424	511424
3567	560838	560838
3568	986322	986322
3569	694052	694052
3570	753098	753098
3571	701998	701998
3572	780848	780848
3573	116866	116866
3574	566300	566300
3575	643464	643464
3576	765328	765328
3577	414440	414440
3578	442690	442690
3579	793600	793600
3580	785782	785782
3581	413274	413274
3582	598520	598520
3583	410930	410930
3584	648898	648898
3585	846838	846838
3586	794962	794962
3587	840210	840210
3588	679388	679388
3589	356030	356030
3590	383576	383576
3591	382002	382002
3592	903378	903378
3593	1309202	1309202
3594	922484	922484
3595	543600	543600
3596	567828	567828
3597	396876	396876
3598	647428	647428
3599	642102	642102
3600	1212032	1212032
3601	563066	563066
3602	164058	164058
3603	1326292	1326292
3604	1034284	1034284
3605	1132057	1132057
3606	629302	629302
3607	692188	692188
3608	781502	781502
3609	1217894	1217894
3610	950614	950614
3611	535622	535622
3612	65830	65830
3613	1172526	1172526
3614	1319436	1319436
3615	1362070	1362070
3616	990850	990850
3617	1148688	1148688
3618	882422	882422
3619	1322796	1322796
3620	1265942	1265942
3621	1282020	1282020
3622	1056766	1056766
3623	1192848	1192848
3624	1326802	1326802
3625	1309166	1309166
3626	798580	798580
3627	958532	958532
3628	627032	627032
3629	359550	359550
3630	706978	706978
3631	1344876	1344876
3632	618736	618736
3633	1105822	1105822
3634	21323	21323
3635	48218	48218
3636	881980	881980
3637	960796	960796
3638	405456	405456
3639	821986	821986
3640	120820	120820
3641	1121284	1121284
3642	1014442	1014442
3643	111712	111712
3644	932344	932344
3645	43718	43718
3646	816356	816356
3647	44873	44873
3648	919038	919038
3649	466296	466296
3650	9463	9463
3651	581908	581908
3652	1110366	1110366
3653	1020950	1020950
3654	1176574	1176574
3655	1319662	1319662
3656	949766	949766
3657	1303122	1303122
3658	1321544	1321544
3659	908106	908106
3660	300316	300316
3661	1004034	1004034
3662	775330	775330
3663	88750	88750
3664	1001946	1001946
3665	719552	719552
3666	8082	8082
3667	38468	38468
3668	1330272	1330272
3669	44689	44689
3670	685550	685550
3671	700300	700300
3672	201594	201594
3673	927606	927606
3674	1088822	1088822
3675	882826	882826
3676	358540	358540
3677	448574	448574
3678	878382	878382
3679	763086	763086
3680	364530	364530
3681	242180	242180
3682	739512	739512
3683	310112	310112
3684	842934	842934
3685	459948	459948
3686	802794	802794
3687	1347504	1347504
3688	1146400	1146400
3689	1040606	1040606
3690	660138	660138
3691	797188	797188
3692	646070	646070
3693	1032896	1032896
3694	679682	679682
3695	426570	426570
3696	870252	870252
3697	337128	337128
3698	789734	789734
3699	519554	519554
3700	1079198	1079198
3701	802808	802808
3702	817338	817338
3703	1212908	1212908
3704	1346964	1346964
3705	924794	924794
3706	394676	394676
3707	452208	452208
3708	993142	993142
3709	1032334	1032334
3710	514216	514216
3711	1116290	1116290
3712	1086390	1086390
3713	910542	910542
3714	148220	148220
3715	1273748	1273748
3716	45006	45006
3717	512470	512470
3718	602084	602084
3719	1155516	1155516
3720	1189488	1189488
3721	1228434	1228434
3722	449532	449532
3723	35094	35094
3724	889558	889558
3725	1055398	1055398
3726	835426	835426
3727	821312	821312
3728	593170	593170
3729	620486	620486
3730	113768	113768
3731	760398	760398
3732	846272	846272
3733	18237	18237
3734	1269662	1269662
3735	451960	451960
3736	1059314	1059314
3737	1262952	1262952
3738	230590	230590
3739	1051548	1051548
3740	10681	10681
3741	999200	999200
3742	1049954	1049954
3743	1210796	1210796
3744	1138168	1138168
3745	1079032	1079032
3746	597442	597442
3747	1137010	1137010
3748	666914	666914
3749	963416	963416
3750	989492	989492
3751	874842	874842
3752	663278	663278
3753	756634	756634
3754	1093920	1093920
3755	782224	782224
3756	56582	56582
3757	878648	878648
3758	723790	723790
3759	1144906	1144906
3760	893878	893878
3761	185678	185678
3762	948840	948840
3763	328274	328274
3764	775656	775656
3765	578112	578112
3766	808912	808912
3767	669052	669052
3768	204776	204776
3769	667948	667948
3770	1287142	1287142
3771	989224	989224
3772	858882	858882
3773	1190864	1190864
3774	581840	581840
3775	771448	771448
3776	380628	380628
3777	961970	961970
3778	797042	797042
3779	1035502	1035502
3780	958492	958492
3781	512546	512546
3782	222628	222628
3783	339022	339022
3784	47817	47817
3785	796358	796358
3786	629090	629090
3787	609984	609984
3788	753414	753414
3789	306146	306146
3790	965162	965162
3791	633832	633832
3792	1003878	1003878
3793	187624	187624
3794	914462	914462
3795	1114896	1114896
3796	919194	919194
3797	1141780	1141780
3798	144566	144566
3799	929024	929024
3800	1117652	1117652
3801	1135376	1135376
3802	894308	894308
3803	574120	574120
3804	529444	529444
3805	867554	867554
3806	909334	909334
3807	715146	715146
3808	412438	412438
3809	1228376	1228376
3810	662334	662334
3811	424538	424538
3812	106856	106856
3813	202182	202182
3814	745082	745082
3815	476792	476792
3816	640600	640600
3817	404582	404582
3818	655066	655066
3819	30763	30763
3820	887504	887504
3821	645792	645792
3822	946662	946662
3823	799938	799938
3824	493178	493178
3825	28373	28373
3826	684904	684904
3827	270812	270812
3828	836832	836832
3829	802788	802788
3830	421806	421806
3831	575076	575076
3832	664114	664114
3833	745772	745772
3834	834872	834872
3835	1148292	1148292
3836	629638	629638
3837	270818	270818
3838	237128	237128
3839	639048	639048
3840	480894	480894
3841	752166	752166
3842	231400	231400
3843	21059	21059
3844	934896	934896
3845	979484	979484
3846	695952	695952
3847	349334	349334
3848	636008	636008
3849	38915	38915
3850	22750	22750
3851	683932	683932
3852	12318	12318
3853	498706	498706
3854	665390	665390
3855	860394	860394
3856	858840	858840
3857	960736	960736
3858	577900	577900
3859	943388	943388
3860	1125778	1125778
3861	546510	546510
3862	809770	809770
3863	759734	759734
3864	595430	595430
3865	976854	976854
3866	200824	200824
3867	846270	846270
3868	931456	931456
3869	196304	196304
3870	472510	472510
3871	849536	849536
3872	104400	104400
3873	906068	906068
3874	587146	587146
3875	307686	307686
3876	1251400	1251400
3877	389522	389522
3878	1132426	1132426
3879	549328	549328
3880	1192352	1192352
3881	461612	461612
3882	786734	786734
3883	1171614	1171614
3884	636598	636598
3885	345178	345178
3886	94812	94812
3887	635624	635624
3888	1266882	1266882
3889	920296	920296
3890	614988	614988
3891	1267184	1267184
3892	897338	897338
3893	298478	298478
3894	762074	762074
3895	587144	587144
3896	491352	491352
3897	513092	513092
3898	918364	918364
3899	554318	554318
3900	1124030	1124030
3901	515220	515220
3902	236082	236082
3903	119262	119262
3904	1266868	1266868
3905	1267110	1267110
3906	570544	570544
3907	579706	579706
3908	388198	388198
3909	207042	207042
3910	500632	500632
3911	937242	937242
3912	1305992	1305992
3913	146780	146780
3914	201292	201292
3915	1198640	1198640
3916	778280	778280
3917	22169	22169
3918	714570	714570
3919	354422	354422
3920	81368	81368
3921	1087374	1087374
3922	261054	261054
3923	10321	10321
3924	577248	577248
3925	890078	890078
3926	530308	530308
3927	1167778	1167778
3928	366280	366280
3929	1131052	1131052
3930	642078	642078
3931	1153784	1153784
3932	401578	401578
3933	1144936	1144936
3934	405878	405878
3935	9711	9711
3936	84676	84676
3937	1195366	1195366
3938	217000	217000
3939	587150	587150
3940	706204	706204
3941	994898	994898
3942	813186	813186
3943	169638	169638
3944	990276	990276
3945	736626	736626
3946	755008	755008
3947	624252	624252
3948	673222	673222
3949	805894	805894
3950	766978	766978
3951	503666	503666
3952	827692	827692
3953	533716	533716
3954	17503	17503
3955	1258598	1258598
3956	649070	649070
3957	104402	104402
3958	836376	836376
3959	1243338	1243338
3960	760202	760202
3961	1026214	1026214
3962	433798	433798
3963	24823	24823
3964	1360780	1360780
3965	729822	729822
3966	741104	741104
3967	767462	767462
3968	622106	622106
3969	1060936	1060936
3970	492808	492808
3971	761790	761790
3972	598848	598848
3973	16636	16636
3974	763172	763172
3975	754694	754694
3976	460604	460604
3977	772386	772386
3978	1330540	1330540
3979	441606	441606
3980	247190	247190
3981	674552	674552
3982	696044	696044
3983	129580	129580
3984	977810	977810
3985	134930	134930
3986	941024	941024
3987	127656	127656
3988	1350750	1350750
3989	120042	120042
3990	648022	648022
3991	955418	955418
3992	1325686	1325686
3993	808532	808532
3994	1235378	1235378
3995	672916	672916
3996	659118	659118
3997	708188	708188
3998	994944	994944
3999	49340	49340
4000	340104	340104
4001	1239348	1239348
4002	267372	267372
4003	799014	799014
4004	489532	489532
4005	46747	46747
4006	314660	314660
4007	351310	351310
4008	205954	205954
4009	522076	522076
4010	825690	825690
4011	58206	58206
4012	443658	443658
4013	705506	705506
4014	913866	913866
4015	540890	540890
4016	214876	214876
4017	453290	453290
4018	603778	603778
4019	687118	687118
4020	790908	790908
4021	267476	267476
4022	595516	595516
4023	1072420	1072420
4024	24422	24422
4025	791548	791548
4026	976216	976216
4027	727220	727220
4028	60344	60344
4029	796828	796828
4030	136098	136098
4031	144876	144876
4032	165236	165236
4033	535456	535456
4034	589550	589550
4035	791836	791836
4036	758908	758908
4037	253484	253484
4038	698342	698342
4039	882882	882882
4040	303130	303130
4041	1016856	1016856
4042	11152	11152
4043	843250	843250
4044	477238	477238
4045	912862	912862
4046	1105990	1105990
4047	804290	804290
4048	957372	957372
4049	281952	281952
4050	366844	366844
4051	597468	597468
4052	825388	825388
4053	863512	863512
4054	553084	553084
4055	354532	354532
4056	791838	791838
4057	260700	260700
4058	719054	719054
4059	145370	145370
4060	11197	11197
4061	296628	296628
4062	756984	756984
4063	952388	952388
4064	367976	367976
4065	14346	14346
4066	82332	82332
4067	89186	89186
4068	950656	950656
4069	32747	32747
4070	297988	297988
4071	248612	248612
4072	740460	740460
4073	316466	316466
4074	48631	48631
4075	350176	350176
4076	361946	361946
4077	664052	664052
4078	887634	887634
4079	164012	164012
4080	728634	728634
4081	30894	30894
4082	370662	370662
4083	503406	503406
4084	484388	484388
4085	656218	656218
4086	800110	800110
4087	212390	212390
4088	25118	25118
4089	251610	251610
4090	776890	776890
4091	777640	777640
4092	249238	249238
4093	637194	637194
4094	675742	675742
4095	102132	102132
4096	132910	132910
4097	498972	498972
4098	822660	822660
4099	258316	258316
4100	1035484	1035484
4101	657932	657932
4102	1110626	1110626
4103	363854	363854
4104	1237194	1237194
4105	980770	980770
4106	1193034	1193034
4107	486628	486628
4108	632414	632414
4109	1178124	1178124
4110	1256744	1256744
4111	1283930	1283930
4112	1188846	1188846
4113	1328572	1328572
4114	1135088	1135088
4115	1088442	1088442
4116	660600	660600
4117	371090	371090
4118	986308	986308
4119	1186394	1186394
4120	962556	962556
4121	1173872	1173872
4122	956726	956726
4123	1349250	1349250
4124	790716	790716
4125	1047346	1047346
4126	581854	581854
4127	775550	775550
4128	1026356	1026356
4129	968052	968052
4130	772306	772306
4131	873580	873580
4132	1210008	1210008
4133	729780	729780
4134	1305343	1305343
4135	817926	817926
4136	468424	468424
4137	535562	535562
4138	922294	922294
4139	809994	809994
4140	1171564	1171564
4141	773652	773652
4142	700886	700886
4143	647844	647844
4144	1242814	1242814
4145	1094808	1094808
4146	1324996	1324996
4147	373208	373208
4148	677674	677674
4149	933270	933270
4150	920126	920126
4151	1016110	1016110
4152	750142	750142
4153	432892	432892
4154	675632	675632
4155	1022260	1022260
4156	878522	878522
4157	756480	756480
4158	771164	771164
4159	44256	44256
4160	96898	96898
4161	1000550	1000550
4162	388554	388554
4163	12226	12226
4164	1186588	1186588
4165	1129898	1129898
4166	895424	895424
4167	79086	79086
4168	83302	83302
4169	767596	767596
4170	385454	385454
4171	942002	942002
4172	219954	219954
4173	246026	246026
4174	452400	452400
4175	441772	441772
4176	688256	688256
4177	829288	829288
4178	294668	294668
4179	542402	542402
4180	779478	779478
4181	546164	546164
4182	566404	566404
4183	765834	765834
4184	706024	706024
4185	851020	851020
4186	432704	432704
4187	209736	209736
4188	628174	628174
4189	752446	752446
4190	657868	657868
4191	623526	623526
4192	35351	35351
4193	412034	412034
4194	1199382	1199382
4195	849592	849592
4196	387820	387820
4197	1139844	1139844
4198	549180	549180
4199	565840	565840
4200	260320	260320
4201	1199596	1199596
4202	799246	799246
4203	1155840	1155840
4204	982914	982914
4205	958272	958272
4206	1036542	1036542
4207	922450	922450
4208	639984	639984
4209	551524	551524
4210	1001872	1001872
4211	1111306	1111306
4212	1162064	1162064
4213	759196	759196
4214	282280	282280
4215	1210580	1210580
4216	1122370	1122370
4217	518902	518902
4218	710488	710488
4219	471336	471336
4220	610478	610478
4221	1072300	1072300
4222	1212546	1212546
4223	635140	635140
4224	239200	239200
4225	369528	369528
4226	231050	231050
4227	918170	918170
4228	737766	737766
4229	415720	415720
4230	212030	212030
4231	597732	597732
4232	775670	775670
4233	464428	464428
4234	209734	209734
4235	665810	665810
4236	360206	360206
4237	18854	18854
4238	384972	384972
4239	838244	838244
4240	197834	197834
4241	338364	338364
4242	678084	678084
4243	1245870	1245870
4244	866196	866196
4245	1187016	1187016
4246	1075642	1075642
4247	785066	785066
4248	860444	860444
4249	1089456	1089456
4250	72466	72466
4251	743174	743174
4252	1281336	1281336
4253	128550	128550
4254	449224	449224
4255	1136646	1136646
4256	893856	893856
4257	1061212	1061212
4258	1067226	1067226
4259	753174	753174
4260	172572	172572
4261	438552	438552
4262	1247516	1247516
4263	310880	310880
4264	291080	291080
4265	544388	544388
4266	153008	153008
4267	1147238	1147238
4268	674650	674650
4269	129574	129574
4270	838942	838942
4271	839144	839144
4272	211248	211248
4273	99422	99422
4274	887396	887396
4275	835946	835946
4276	991562	991562
4277	871470	871470
4278	16167	16167
4279	750400	750400
4280	983354	983354
4281	299398	299398
4282	831404	831404
4283	131816	131816
4284	1282950	1282950
4285	898552	898552
4286	886046	886046
4287	466702	466702
4288	501438	501438
4289	94100	94100
4290	1278880	1278880
4291	886058	886058
4292	432224	432224
4293	983978	983978
4294	189018	189018
4295	129164	129164
4296	693944	693944
4297	892730	892730
4298	295981	295981
4299	1107998	1107998
4300	1029592	1029592
4301	390962	390962
4302	768084	768084
4303	399488	399488
4304	176626	176626
4305	610968	610968
4306	150082	150082
4307	149582	149582
4308	945610	945610
4309	722416	722416
4310	68688	68688
4311	929328	929328
4312	609956	609956
4313	787164	787164
4314	183012	183012
4315	1282080	1282080
4316	67874	67874
4317	692416	692416
4318	512094	512094
4319	856542	856542
4320	365696	365696
4321	268632	268632
4322	328976	328976
4323	308072	308072
4324	254180	254180
4325	493288	493288
4326	558554	558554
4327	514182	514182
4328	375728	375728
4329	51133	51133
4330	710484	710484
4331	434152	434152
4332	37940	37940
4333	897941	897941
4334	270814	270814
4335	973076	973076
4336	198554	198554
4337	926210	926210
4338	875518	875518
4339	1051008	1051008
4340	1044300	1044300
4341	42401	42401
4342	264222	264222
4343	213180	213180
4344	400028	400028
4345	452010	452010
4346	95254	95254
4347	17615	17615
4348	757918	757918
4349	31592	31592
4350	71170	71170
4351	422430	422430
4352	273518	273518
4353	191738	191738
4354	206360	206360
4355	385126	385126
4356	212396	212396
4357	514304	514304
4358	132138	132138
4359	393454	393454
4360	240058	240058
4361	506062	506062
4362	571690	571690
4363	748138	748138
4364	1211596	1211596
4365	354176	354176
4366	1299656	1299656
4367	1343662	1343662
4368	246652	246652
4369	125958	125958
4370	246392	246392
4371	1323780	1323780
4372	246314	246314
4373	1132310	1132310
4374	696050	696050
4375	380872	380872
4376	384266	384266
4377	526104	526104
4378	863338	863338
4379	1224872	1224872
4380	456460	456460
4381	1013608	1013608
4382	397068	397068
4383	973028	973028
4384	694982	694982
4385	671848	671848
4386	351570	351570
4387	508764	508764
4388	811238	811238
4389	487154	487154
4390	1038746	1038746
4391	260766	260766
4392	802790	802790
4393	1040352	1040352
4394	300416	300416
4395	978848	978848
4396	635120	635120
4397	218944	218944
4398	402056	402056
4399	776634	776634
4400	1255630	1255630
4401	268298	268298
4402	1020162	1020162
4403	570674	570674
4404	543770	543770
4405	27868	27868
4406	187764	187764
4407	53670	53670
4408	480828	480828
4409	553454	553454
4410	473372	473372
4411	663504	663504
4412	599614	599614
4413	279884	279884
4414	884152	884152
4415	285492	285492
4416	927622	927622
4417	672414	672414
4418	581036	581036
4419	375164	375164
4420	47991	47991
4421	840308	840308
4422	279002	279002
4423	750974	750974
4424	183010	183010
4425	448168	448168
4426	286078	286078
4427	191176	191176
4428	849972	849972
4429	895712	895712
4430	622414	622414
4431	671576	671576
4432	479440	479440
4433	980798	980798
4434	1316370	1316370
4435	362632	362632
4436	312662	312662
4437	496050	496050
4438	975956	975956
4439	973918	973918
4440	1121254	1121254
4441	81094	81094
4442	1159654	1159654
4443	1141696	1141696
4444	752950	752950
4445	994186	994186
4446	1266780	1266780
4447	477958	477958
4448	693188	693188
4449	145470	145470
4450	1301088	1301088
4451	403908	403908
4452	744606	744606
4453	1081978	1081978
4454	825972	825972
4455	1194906	1194906
4456	1253594	1253594
4457	1145090	1145090
4458	1102888	1102888
4459	581034	581034
4460	633466	633466
4461	864886	864886
4462	270820	270820
4463	944366	944366
4464	1332248	1332248
4465	1075796	1075796
4466	1167024	1167024
4467	600178	600178
4468	1191454	1191454
4469	1236992	1236992
4470	645950	645950
4471	886054	886054
4472	1114146	1114146
4473	796654	796654
4474	709304	709304
4475	306024	306024
4476	320358	320358
4477	374568	374568
4478	886072	886072
4479	669076	669076
4480	1152726	1152726
4481	911256	911256
4482	907638	907638
4483	531898	531898
4484	1229172	1229172
4485	761380	761380
4486	475806	475806
4487	845994	845994
4488	1246356	1246356
4489	1248896	1248896
4490	1255490	1255490
4491	1365480	1365480
4492	522910	522910
4493	249130	249130
4494	907694	907694
4495	599316	599316
4496	325566	325566
4497	51204	51204
4498	1155974	1155974
4499	447758	447758
4500	41016	41016
4501	746120	746120
4502	325564	325564
4503	879886	879886
4504	30204	30204
4505	654736	654736
4506	113030	113030
4507	733542	733542
4508	432700	432700
4509	325552	325552
4510	837748	837748
4511	58325	58325
4512	34897	34897
4513	325562	325562
4514	56966	56966
4515	124732	124732
4516	336258	336258
4517	453654	453654
4518	160046	160046
4519	1035000	1035000
4520	1034400	1034400
4521	551498	551498
4522	221674	221674
4523	1328642	1328642
4524	977360	977360
4525	645126	645126
4526	1350412	1350412
4527	1315262	1315262
4528	1120038	1120038
4529	1001496	1001496
4530	770336	770336
4531	538958	538958
4532	1084120	1084120
4533	937388	937388
4534	1137616	1137616
4535	1205346	1205346
4536	760562	760562
4537	1070458	1070458
4538	1241098	1241098
4539	1366374	1366374
4540	221696	221696
4541	1322294	1322294
4542	1148834	1148834
4543	940740	940740
4544	1235212	1235212
4545	914744	914744
4546	786760	786760
4547	1142564	1142564
4548	1187146	1187146
4549	738040	738040
4550	648112	648112
4551	1018986	1018986
4552	709804	709804
4553	998620	998620
4554	708170	708170
4555	672008	672008
4556	410170	410170
4557	852944	852944
4558	1242466	1242466
4559	1121332	1121332
4560	298108	298108
4561	953084	953084
4562	914446	914446
4563	880046	880046
4564	1032872	1032872
4565	1124968	1124968
4566	948186	948186
4567	112078	112078
4568	734686	734686
4569	425576	425576
4570	1190276	1190276
4571	629398	629398
4572	817440	817440
4573	531846	531846
4574	863370	863370
4575	1010738	1010738
4576	484342	484342
4577	799974	799974
4578	520022	520022
4579	835824	835824
4580	920256	920256
4581	1171984	1171984
4582	1046118	1046118
4583	825452	825452
4584	741888	741888
4585	1311542	1311542
4586	807580	807580
4587	755782	755782
4588	1202008	1202008
4589	1394818	1394818
4590	523788	523788
4591	430682	430682
4592	364384	364384
4593	952864	952864
4594	634026	634026
4595	980762	980762
4596	881106	881106
4597	440566	440566
4598	789272	789272
4599	926084	926084
4600	526136	526136
4601	575228	575228
4602	120024	120024
4603	246378	246378
4604	879166	879166
4605	504270	504270
4606	1045276	1045276
4607	667792	667792
4608	369762	369762
4609	1028952	1028952
4610	1315748	1315748
4611	687242	687242
4612	1164908	1164908
4613	1064766	1064766
4614	861054	861054
4615	995922	995922
4616	902392	902392
4617	1237204	1237204
4618	174116	174116
4619	828326	828326
4620	1042560	1042560
4621	1019912	1019912
4622	232292	232292
4623	662390	662390
4624	857896	857896
4625	1013914	1013914
4626	1354706	1354706
4627	358076	358076
4628	1166906	1166906
4629	314754	314754
4630	818136	818136
4631	318218	318218
4632	546338	546338
4633	334320	334320
4634	499104	499104
4635	714334	714334
4636	174002	174002
4637	435182	435182
4638	95848	95848
4639	702664	702664
4640	1285624	1285624
4641	999172	999172
4642	302400	302400
4643	78284	78284
4644	424566	424566
4645	1102754	1102754
4646	868546	868546
4647	954134	954134
4648	763560	763560
4649	852058	852058
4650	544398	544398
4651	233260	233260
4652	496276	496276
4653	239382	239382
4654	1076630	1076630
4655	823930	823930
4656	549518	549518
4657	757370	757370
4658	802172	802172
4659	763568	763568
4660	666096	666096
4661	536434	536434
4662	535084	535084
4663	790790	790790
4664	299844	299844
4665	910098	910098
4666	964234	964234
4667	740662	740662
4668	1177430	1177430
4669	544730	544730
4670	799746	799746
4671	46182	46182
4672	809522	809522
4673	1282484	1282484
4674	224498	224498
4675	985790	985790
4676	179372	179372
4677	79096	79096
4678	633008	633008
4679	293170	293170
4680	958350	958350
4681	281000	281000
4682	778176	778176
4683	734640	734640
4684	542748	542748
4685	594390	594390
4686	999988	999988
4687	751432	751432
4688	1029442	1029442
4689	352508	352508
4690	860790	860790
4691	813976	813976
4692	1183666	1183666
